 TIME                                    Q_HP                                     P_HP                                     COP_HP                                   T_w_i_HP                                 T_w_o_HP                                 m_w_i_HP                                 T_amb                                    F_Q_in                                   F_Q_out                                  m_w_o_HP                                 CS                                       T_thermostat                            
  +1.1150000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0321463502087482E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8837500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1938227715445358E+01
  +1.1199999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0304050030787010E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8852499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1928220154895428E+01
  +1.1250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0286666289412452E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8867500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1918220013935290E+01
  +1.1300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0269312212647932E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8882500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1908227288962777E+01
  +1.1350000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0251987735406658E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8897500000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1898241976357532E+01
  +1.1400000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0234692792830003E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8912500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1888264072481320E+01
  +1.1449999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0217427320286497E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8927499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1878293573477087E+01
  +1.1500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0200191253370924E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8942500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1868330474219178E+01
  +1.1550000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0182984527903329E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8957500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1858374767680488E+01
  +1.1600000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0165807079928058E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8972500000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1848426446003501E+01
  +1.1650000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0148658845712880E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8987500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1838485501355571E+01
  +1.1699999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0131539761747966E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9002499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1828551925928991E+01
  +1.1750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0114449764745032E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9017500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1818625711940967E+01
  +1.1800000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0097388791636348E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9032499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1808706851633659E+01
  +1.1850000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0080356779573862E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9047500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1798795337274107E+01
  +1.1900000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0063353665928219E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9062500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1788891161154325E+01
  +1.1949999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0046379388287917E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9077500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1778994315591255E+01
  +1.2000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0029433884458342E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9092500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1769104792926768E+01
  +1.2050000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0012516342319302E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9105000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1759222211344884E+01
  +1.2100000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9995625201369855E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9114999999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1749345815398193E+01
  +1.2150000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9978759653496077E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9125000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1739475224070368E+01
  +1.2199999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9961919641418859E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9135000000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1729610430249387E+01
  +1.2250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9945105108060226E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9145000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1719751426847345E+01
  +1.2300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9928315996542445E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9155000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1709898206800418E+01
  +1.2350000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9911552250187228E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9164999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1700050763068894E+01
  +1.2400000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9894813812514876E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9175000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1690209088637133E+01
  +1.2449999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9878100627243448E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9185000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1680373176513591E+01
  +1.2500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9861412638287945E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9195000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1670543019730800E+01
  +1.2550000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9844749789759440E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9205000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1660718611345359E+01
  +1.2600000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9828112025964309E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9215000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1650899944437924E+01
  +1.2650000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9811499291403393E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9225000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1641087012113211E+01
  +1.2699999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9794911530771166E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9235000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1631279807499965E+01
  +1.2750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9778348688954935E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9245000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1621478323750985E+01
  +1.2800000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9761810711034052E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9255000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1611682554043078E+01
  +1.2850000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9745297542279090E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9265000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1601892491577054E+01
  +1.2900000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9728809128151028E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9275000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1592108129577731E+01
  +1.2949999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9712345414300493E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9285000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1582329461293924E+01
  +1.3000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9695906346566957E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9295000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1572556479998397E+01
  +1.3050000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9679490370694808E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1562788430622327E+01
  +1.3100000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9663094435423986E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1553023810808035E+01
  +1.3150000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9646716994026605E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1543261867034147E+01
  +1.3199999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9630358001203511E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1533502593561913E+01
  +1.3250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9614017411817926E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1523745984674832E+01
  +1.3300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9597695180894746E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1513992034678651E+01
  +1.3350000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9581391263619857E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1504240737901299E+01
  +1.3400000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9565105615339469E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1494492088692908E+01
  +1.3449999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9548838191559419E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1484746081425797E+01
  +1.3500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9532588947944525E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1475002710494408E+01
  +1.3550000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9516357840317902E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1465261970315346E+01
  +1.3600000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9500144824660296E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1455523855327314E+01
  +1.3650000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9483949857109423E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1445788359991120E+01
  +1.3699999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9467772893959307E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1436055478789640E+01
  +1.3750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9451613891659619E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9300000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1426325206227801E+01
